path,status,links,buttons,forms,inputs,bare_internal_links,final_url
"/nl/familias",200,23,2,0,0,0,"https://nexa.paragu-ai.com/nl/familias"
"/de/familias",200,23,2,0,0,0,"https://nexa.paragu-ai.com/de/familias"
"/es/faq",200,22,47,0,1,0,"https://nexa.paragu-ai.com/es/faq"
"/en/faq",200,22,47,0,1,0,"https://nexa.paragu-ai.com/en/faq"
"/nl/faq",200,22,47,0,1,0,"https://nexa.paragu-ai.com/nl/faq"
"/de/faq",200,22,47,0,1,0,"https://nexa.paragu-ai.com/de/faq"
"/es/feedback",200,22,3,1,2,0,"https://nexa.paragu-ai.com/es/feedback"
"/en/feedback",200,22,3,1,2,0,"https://nexa.paragu-ai.com/en/feedback"
"/nl/feedback",200,22,3,1,2,0,"https://nexa.paragu-ai.com/nl/feedback"
"/de/feedback",200,22,3,1,2,0,"https://nexa.paragu-ai.com/de/feedback"
"/es/fundador",200,22,2,0,0,0,"https://nexa.paragu-ai.com/es/fundador"
"/en/fundador",200,22,2,0,0,0,"https://nexa.paragu-ai.com/en/fundador"
"/nl/fundador",200,22,2,0,0,0,"https://nexa.paragu-ai.com/nl/fundador"
"/de/fundador",200,22,2,0,0,0,"https://nexa.paragu-ai.com/de/fundador"
"/es/glosario",200,22,2,0,0,0,"https://nexa.paragu-ai.com/es/glosario"
"/en/glosario",200,22,2,0,0,0,"https://nexa.paragu-ai.com/en/glosario"
"/nl/glosario",200,22,2,0,0,0,"https://nexa.paragu-ai.com/nl/glosario"
"/de/glosario",200,22,2,0,0,0,"https://nexa.paragu-ai.com/de/glosario"
"/es/guias",200,22,2,0,0,0,"https://nexa.paragu-ai.com/es/guias"
"/en/guias",200,22,2,0,0,0,"https://nexa.paragu-ai.com/en/guias"
"/nl/guias",200,22,2,0,0,0,"https://nexa.paragu-ai.com/nl/guias"
"/de/guias",200,22,2,0,0,0,"https://nexa.paragu-ai.com/de/guias"
"/es/holanda",200,22,2,0,0,0,"https://nexa.paragu-ai.com/es/holanda"
"/en/holanda",200,22,2,0,0,0,"https://nexa.paragu-ai.com/en/holanda"
"/nl/holanda",200,23,2,0,0,0,"https://nexa.paragu-ai.com/nl/holanda"
"/de/holanda",200,22,2,0,0,0,"https://nexa.paragu-ai.com/de/holanda"
"/es",200,24,3,1,2,0,"https://nexa.paragu-ai.com/es"
"/en",200,24,3,1,2,0,"https://nexa.paragu-ai.com/en"
"/nl",0,0,0,0,0,-1,"HTTPSConnectionPool(host='nexa.paragu-ai.com', port=443): Read timed out. (read timeout=20)"
"/de",200,24,3,1,2,0,"https://nexa.paragu-ai.com/de"
"/es/inversor",200,25,2,0,0,0,"https://nexa.paragu-ai.com/es/inversor"
"/en/inversor",200,25,2,0,0,0,"https://nexa.paragu-ai.com/en/inversor"
"/nl/inversor",200,25,2,0,0,0,"https://nexa.paragu-ai.com/nl/inversor"
"/de/inversor",200,25,2,0,0,0,"https://nexa.paragu-ai.com/de/inversor"
"/es/lifestyle",200,25,2,0,0,0,"https://nexa.paragu-ai.com/es/lifestyle"
"/en/lifestyle",200,25,2,0,0,0,"https://nexa.paragu-ai.com/en/lifestyle"
"/nl/lifestyle",200,25,2,0,0,0,"https://nexa.paragu-ai.com/nl/lifestyle"
"/de/lifestyle",200,25,2,0,0,0,"https://nexa.paragu-ai.com/de/lifestyle"
"/es/por-que-paraguay",200,22,8,0,1,0,"https://nexa.paragu-ai.com/es/por-que-paraguay"
"/en/por-que-paraguay",200,22,8,0,1,0,"https://nexa.paragu-ai.com/en/por-que-paraguay"
"/nl/por-que-paraguay",200,22,8,0,1,0,"https://nexa.paragu-ai.com/nl/por-que-paraguay"
"/de/por-que-paraguay",200,22,8,0,1,0,"https://nexa.paragu-ai.com/de/por-que-paraguay"
"/es/prensa",200,22,2,0,0,0,"https://nexa.paragu-ai.com/es/prensa"
"/en/prensa",200,22,2,0,0,0,"https://nexa.paragu-ai.com/en/prensa"
"/nl/prensa",200,22,2,0,0,0,"https://nexa.paragu-ai.com/nl/prensa"
"/de/prensa",200,22,2,0,0,0,"https://nexa.paragu-ai.com/de/prensa"
"/es/privacidad",200,22,2,0,0,0,"https://nexa.paragu-ai.com/es/privacidad"
"/en/privacidad",200,22,2,0,0,0,"https://nexa.paragu-ai.com/en/privacidad"
"/nl/privacidad",200,22,2,0,0,0,"https://nexa.paragu-ai.com/nl/privacidad"
"/de/privacidad",200,22,2,0,0,0,"https://nexa.paragu-ai.com/de/privacidad"
"/es/proceso",200,22,8,0,1,0,"https://nexa.paragu-ai.com/es/proceso"
"/en/proceso",200,22,8,0,1,0,"https://nexa.paragu-ai.com/en/proceso"
"/nl/proceso",200,22,8,0,1,0,"https://nexa.paragu-ai.com/nl/proceso"
"/de/proceso",200,22,8,0,1,0,"https://nexa.paragu-ai.com/de/proceso"
"/es/proceso-detallado",200,24,8,0,1,0,"https://nexa.paragu-ai.com/es/proceso-detallado"
"/en/proceso-detallado",200,24,8,0,1,0,"https://nexa.paragu-ai.com/en/proceso-detallado"
"/nl/proceso-detallado",200,24,8,0,1,0,"https://nexa.paragu-ai.com/nl/proceso-detallado"
"/de/proceso-detallado",200,24,8,0,1,0,"https://nexa.paragu-ai.com/de/proceso-detallado"
"/es/recursos",200,22,3,0,1,0,"https://nexa.paragu-ai.com/es/recursos"
"/en/recursos",200,22,3,0,1,0,"https://nexa.paragu-ai.com/en/recursos"
"/nl/recursos",200,22,3,0,1,0,"https://nexa.paragu-ai.com/nl/recursos"
"/de/recursos",200,22,3,0,1,0,"https://nexa.paragu-ai.com/de/recursos"
"/es/servicios",200,22,2,0,0,0,"https://nexa.paragu-ai.com/es/servicios"
"/en/servicios",200,22,2,0,0,0,"https://nexa.paragu-ai.com/en/servicios"
"/nl/servicios",200,22,2,0,0,0,"https://nexa.paragu-ai.com/nl/servicios"
"/de/servicios",200,22,2,0,0,0,"https://nexa.paragu-ai.com/de/servicios"
"/es/sobre",200,23,2,0,0,0,"https://nexa.paragu-ai.com/es/sobre"
"/en/sobre",200,23,2,0,0,0,"https://nexa.paragu-ai.com/en/sobre"
"/nl/sobre",200,23,2,0,0,0,"https://nexa.paragu-ai.com/nl/sobre"
"/de/sobre",200,23,2,0,0,0,"https://nexa.paragu-ai.com/de/sobre"
"/es/trust",200,25,2,0,0,0,"https://nexa.paragu-ai.com/es/trust"
"/en/trust",200,25,2,0,0,0,"https://nexa.paragu-ai.com/en/trust"
"/nl/trust",200,25,2,0,0,0,"https://nexa.paragu-ai.com/nl/trust"
"/de/trust",200,25,2,0,0,0,"https://nexa.paragu-ai.com/de/trust"
