primary_type,name,address,city,neighborhood,lat,lng,phone,website,rating,total_reviews,price_level
establishment,National University of Asuncion,"Campus Universitario, San Lorenzo 111421, Paraguay",San Lorenzo,,-25.3357603,-57.51973979999999,(021) 585 540,https://www.una.py/,4.6,2215,
establishment,Pacific Private University,"O'Higgins esquina, Asunción 1111, Paraguay",Asunción,,-25.2867981,-57.5725747,(021) 615 490,,4.5,396,
establishment,Universidad Central del Paraguay,"Brasilia N° 1.158 e/ Tte. 2° Benigno Villamayor c/ Insaurralde, Asunción 001206, Paraguay",Asunción,,-25.2771806,-57.5994016,0993 456000,https://www.central.edu.py/,4.6,46,
establishment,Columbia University of Paraguay,"Av. España 1239, Asunción 001209, Paraguay",Asunción,,-25.2863006,-57.61175530000001,(021) 219 8000,https://www.columbia.edu.py/,4.5,297,
establishment,Columbia University of Paraguay,"25 de Mayo, Asunción 001101, Paraguay",Asunción,,-25.2859002,-57.6297954,(021) 490 811,https://www.columbia.edu.py/,4.5,174,
establishment,UCSA - Campus Universitario,"Centro Educativo San Agustín, Sgto. José León Gauto, Asunción 001535, Paraguay",Asunción,,-25.2820808,-57.5927993,(021) 221 106,http://www.ucsa.edu.py/,4.3,268,
establishment,Universidad Autónoma del Paraguay,"Colón 658 e/ Gral. Diaz y Eduardo Víctor Haedo, Asunción 001010, Paraguay",Asunción,,-25.2805458,-57.64304909999999,(021) 447 579,http://uap.edu.py/,4.4,183,
establishment,Universidad Metropolitana de Asunción,"Rca. Dominicana 387, Asunción 001208, Paraguay",Asunción,,-25.2900011,-57.6049789,(021) 201 939,http://uma.edu.py/,4.6,149,
establishment,Universidad Católica Nuestra Señora de la Asunción,"M9G7+695, Tte. Lidio Cantalupi, Asunción 001303, Paraguay",Asunción,,-25.3244841,-57.636523,(021) 318 4000,,4.3,503,
establishment,University of the Integration of the Americas,"Av. Venezuela 1353 casi, Asunción 001206, Paraguay",Asunción,,-25.274873,-57.59412,(021) 288 9000,http://www.unida.edu.py/,4.3,400,
establishment,Universidad Americana,"Av. Brasilia 1100, Asunción 1429, Paraguay",Asunción,,-25.278563,-57.59946600000001,(021) 729 4900,https://www.americana.edu.py/,4.2,863,
establishment,Universidad Privada del Este - Sede Asunción,"P9C2+4V5, Guillermo Arias y, Asunción 001010, Paraguay",Asunción,,-25.2798795,-57.6480212,0981 191853,http://www.upeasuncion.edu.py/,4.6,95,
establishment,UNADES,"14 De Mayo 462, Asunción 001015, Paraguay",Asunción,,-25.2930134,-57.6444972,(021) 371 371,http://www.unades.edu.py/,4.6,151,
establishment,UCOM - Universidad Comunera,"Dr. Juan Eulogio Estigarribia, Asunción 001412, Paraguay",Asunción,,-25.2944432,-57.5835683,(021) 338 7000,https://www.ucom.edu.py/,4.4,117,
establishment,Guarani Hispanic University,"Av. República Argentina casi, Asunción 3379, Paraguay",Asunción,,-25.3135169,-57.5881018,(021) 615 951,http://uhg.edu.py/,4.8,76,
establishment,Universidad Maria Auxiliadora,"QF76+5VJ, Asunción 001506, Paraguay",Asunción,,-25.2370319,-57.53787029999999,(021) 296 900,http://www.umax.edu.py/,4.5,341,
establishment,University Sustainable Development - UDS,"Av. Mariscal López 2929 esq, Asunción 1805, Paraguay",Asunción,,-25.2908146,-57.58669429999999,(021) 600 973,http://www.uds.edu.py/,4.7,67,
establishment,Universidad San Ignacio de Loyola - Paraguay,"Av. Venezuela 2087, Asunción 001533, Paraguay",Asunción,,-25.2648633,-57.59362709999999,(021) 282 801,https://www.usil.edu.py/,4.6,63,
establishment,The Library delSol,"Av. Aviadores del Chaco, Asunción 001529, Paraguay",Asunción,,-25.2835719,-57.5655699,0986 110395,https://thelibrary.com.py/,0.0,0,
establishment,National Library of Paraguay,"De la Residenta 820, Asunción 001209, Paraguay",Asunción,,-25.2873644,-57.6165813,,http://bibliotecanacional.gov.py/,4.3,63,
establishment,Roosevelt Public Library,"Av. España 352, Asunción 001218, Paraguay",Asunción,,-25.2851532,-57.6233581,0986 242204,http://www.ccpa.edu.py/biblioteca,4.6,26,
establishment,Biblioteca de Derecho UNA,"PCPJ+F5M, Asunción 001521, Paraguay",Asunción,,-25.2637826,-57.569563,,,4.3,18,
establishment,Biblioparque Parque de la Salud IPS,"Health Park (IPS, Augusto Roa Bastos y, Asunción 8000, Paraguay",Asunción,,-25.2748758,-57.57940809999999,,,5,1,
establishment,Central Archives and Library of Congress,"Cnel. Paulino Alen, Asunción 001013, Paraguay",Asunción,,-25.2773063,-57.6360043,(021) 414 5000,http://www.bacn.gov.py/,4.5,68,
establishment,CCPJ,"PCGM+XQR, Julio Correa, Asunción 001520, Paraguay",Asunción,,-25.2725039,-57.5656208,(021) 607 276,,4.8,4,
establishment,Biblioteca Municipal Augusto Roa Bastos,"Ayolas 129 c, Asunción 001012, Paraguay",Asunción,,-25.2782416,-57.6380843,(021) 442 448,http://cultura.asuncion.gov.py/,4.5,40,
establishment,"Biblioteca Augusto Roa Bastos, Universidad Americana","Av. Brasilia 1100, Asunción 1429, Paraguay",Asunción,,-25.2785419,-57.5995387,,http://www.americana.edu.py/,4.8,5,
book_store,Literato,"PC9M+CC4, Asunción 001527, Paraguay",Asunción,,-25.281477,-57.56641489999999,0982 998882,https://www.instagram.com/literatopy/,4.8,236,
establishment,Fundación Biblioteca Maximilian Freundorfer,"Jose Ocampos Lanzoni, Asunción 001408, Paraguay",Asunción,,-25.2952245,-57.5732639,(021) 623 885,https://www.fbmf.biblio-wxis.info/,5,6,
book_store,Intercontinental library S.A.,"Caballero, Asunción 001101, Paraguay",Asunción,,-25.2837278,-57.63135440000001,0972 231260,http://www.linktr.ee/libreriaintercontinental,4.6,119,
establishment,Biblioteca Callejera N° 5,"Presbítero Marcelino Noutz 847, Asunción 001207, Paraguay",Asunción,,-25.2831699,-57.5965554,0981 818378,,5,3,
book_store,Biblioteca del INAES,"Tupíes, Asunción 001426, Paraguay",Asunción,,-25.3192527,-57.5837817,,,4.4,8,
establishment,Cultural Center of Spain Juan de Salazar,"Herrera 834, Asunción 001219, Paraguay",Asunción,,-25.2887731,-57.6298647,0974 599961,http://cceasuncion.aecid.es/,4.7,1208,
establishment,Centro Cultural Paraguayo Americano - CCPA,"Av. España 352, Asunción 001218, Paraguay",Asunción,,-25.284999,-57.623399,(021) 729 7272,http://www.ccpa.edu.py/,4.5,1737,
establishment,Libreria De La Paz,"Manduvira 677, Asunción 001013, Paraguay",Asunción,,-25.2861543,-57.6422638,(021) 494 965,,4.4,20,
book_store,Books,"Av. Aviadores del Chaco esq, Asunción 001529, Paraguay",Asunción,,-25.2830458,-57.56751999999999,(021) 611 730,https://libreriabooks.com/,4.4,208,
establishment,"Biblioteca ""George E. Wiley Jr""","P95M+WRV, Asunción 001209, Paraguay",Asunción,,-25.2901257,-57.61544319999999,(021) 200 663,,5,2,
establishment,Books - Casa Central,"Av. Mariscal López, Asunción 1923, Paraguay",Asunción,,-25.2919484,-57.6015689,0983 461551,http://booksparaguay.com/,4.6,83,
establishment,Ese Lugar! - Quinta Nauar,"Olegario Víctor Andrade, Asunción 001411, Paraguay",Asunción,,-25.2936509,-57.57652030000001,(021) 604 061,https://www.facebook.com/eselugar,4.6,915,
establishment,Tierra Colorada Gastro,"Av. Santísima Trinidad, Asunción 001525, Paraguay",Asunción,,-25.2733026,-57.55766709999999,(021) 663 335,http://tierracoloradagastro.com/,4.7,2180,3
establishment,Casa Luma,"Tte. Juan A. Rivas 953, Asunción 001525, Paraguay",Asunción,,-25.2725889,-57.5567876,0974 727272,http://wa.link/vvxlq9,4.8,210,
establishment,Taberna Española,"Ayolas 631 c/ General Diaz, Asunción 1234, Paraguay",Asunción,,-25.281724,-57.640662,0981 441199,https://www.facebook.com/Taberna-Espa%C3%B1ola-372462558087/,4.6,1870,2
establishment,Maurice de Talleyrand,"Av. Sta. Teresa, Asunción 001410, Paraguay",Asunción,,-25.284572,-57.5635565,(021) 695 573,http://talleyrand.com.py/maurice-de-talleyrand/,4.7,1814,3
cafe,Bolsi,"Estrella 399 esq, Asunción 001101, Paraguay",Asunción,,-25.282218,-57.63618979999999,0981 293130,https://linktr.ee/elbolsi2,4.6,16435,2
establishment,La Cabrera Santa Teresa,"Av. Sta. Teresa 2795, Asunción 001402, Paraguay",Asunción,,-25.2869412,-57.5569764,0984 505178,https://www.facebook.com/LaCabreraParaguay/,4.7,3887,3
establishment,Cocina Clandestina,"Capitan Pedro Villamayor 581, Asunción 001417, Paraguay",Asunción,,-25.3078647,-57.5618357,0983 286114,https://instagram.com/cocinaclandestina_py,4.6,446,2
establishment,San Pietro Restaurante,"Ave. Dr. Guido Boggiani - Ciclovia 5641, Asunción 001416, Paraguay",Asunción,,-25.2979518,-57.57524050000001,0976 332231,https://www.instagram.com/sanpietroresto,4.6,530,3
establishment,Alba By Casa Luma,"José, Vicente Flores 869, Asunción 001525, Paraguay",Asunción,,-25.2735027,-57.55636689999999,0976 536000,https://instagram.com/albarestaurante_?igshid=YmMyMTA2M2Y=,4.8,137,
cafe,Bar San Miguel,"Av. España 1165, Asunción 001209, Paraguay",Asunción,,-25.2866501,-57.61306929999999,0987 100102,http://barsanmiguel.com.py/,4.6,2994,2
establishment,Churrasquería O Gaúcho,"Esq, Mc Arthur, Dr. Toribio Pacheco 4444, Asunción 001413, Paraguay",Asunción,,-25.2963028,-57.5888511,(021) 608 596,http://www.ogaucho.com.py/,4.7,9211,2
establishment,La Maria Cocina y Carbon del Centro,"Palma entre Montevideo y, Ayolas 278, Asunción 001012, Paraguay",Asunción,,-25.2793348,-57.6397945,0981 781001,http://www.talleyrand.com.py/,4.7,424,
establishment,Bar San Roque,"Asunción 001218, Paraguay",Asunción,,-25.2851792,-57.6280459,(021) 446 015,https://fiweex.com/links/barsanroque?fbclid=PAZnRzaANVBpFleHRuA2FlbQIxMQABp8coENDmspbuma3SpX5xd225Ou6gexGSFq_7sdMmn-XAznDOWvXfTqFUIPL7_aem_dGxIie6rJtpEi9WExVI0-g,4.5,2130,2
establishment,LA CABRERA,"Av. Aviadores del Chaco 1816, Asunción 001529, Paraguay",Asunción,,-25.2835356,-57.56763220000001,0984 739437,,4.6,937,
establishment,Zulu Rooftop,"Avda. Aviadores del Chaco 2050 World Trade Center / Asunción Torre 2 - Piso Azotea, Asunción 001410, Paraguay",Asunción,,-25.2844435,-57.5672976,0974 400500,http://www.zulu.com.py/,4.3,1554,3
establishment,Mercato La Caoba,"San Juan XXlll, Asunción 1749, Paraguay",Asunción,,-25.2820571,-57.5671038,0974 103071,,4.4,681,2
establishment,TORO Restaurante,"Asunción 001520, Paraguay",Asunción,,-25.268441,-57.5656064,0974 240095,https://instagram.com/toro.resto?igshid=YmMyMTA2M2Y=,4.6,358,
establishment,1688 Resto,"Austria 1688, Asunción 001409, Paraguay",Asunción,,-25.2882322,-57.5713104,0981 459750,,4.6,620,2
establishment,Restaurante El Bodegón,"Palma 140, Asunción 001101, Paraguay",Asunción,,-25.282364,-57.63407059999999,(021) 494 240,,4.5,3865,2
cafe,El Café de Acá,"Teniente Héctor Vera 1390, Asunción 001411, Paraguay",Asunción,,-25.2873598,-57.5758957,0973 153040,https://www.instagram.com/elcafedeaca/,4.6,6597,2
cafe,Typica Café Paraguay,"Agustín Pío Barrios 1337, Asunción 001529, Paraguay",Asunción,,-25.2840734,-57.57087329999999,0981 130150,http://www.typica.com.bo/,4.6,78,
cafe,Kaffe'i - Coffee Roasters,"Palma 438, Asunción 001013, Paraguay",Asunción,,-25.2814489,-57.6358775,,http://www.kaffei.com.py/,4.6,412,
cafe,El Cafetero,"Ayala Velazquez 795, Asunción 001204, Paraguay",Asunción,,-25.2836507,-57.60584469999999,0974 844500,https://www.instagram.com/elcafetero.py/,4.6,1118,2
cafe,Mary's Coffee,"Asunción 001411, Paraguay",Asunción,,-25.2877667,-57.5783238,0981 774979,https://www.facebook.com/maryscoffeehouse/,4.6,710,2
cafe,Artesanos Café,"San Roque Gonzalez de Santacruz y, Asunción 001412, Paraguay",Asunción,,-25.2960286,-57.5822394,0984 812120,https://instagram.com/artesanoscafe?utm_medium=copy_link,4.4,517,
cafe,Musa Café,"Juan de Salazar y Espinoza 399 casi, Asunción 001217, Paraguay",Asunción,,-25.2840987,-57.61921079999999,,,4.8,175,
cafe,Anga Café Arte Bar,"El Paraguayo Independiente, Asunción 001012, Paraguay",Asunción,,-25.2775353,-57.6382282,0992 500560,,4.6,483,
cafe,El Café de Acá - Los Laureles,"Alberto De Sousa 5590 casi, Asunción 1420, Paraguay",Asunción,,-25.3018872,-57.5785707,0973 153040,https://www.instagram.com/elcafedeaca/,4.4,1359,
cafe,Coffee Cat,"PCC2+MCP, Asunción 001206, Paraguay",Asunción,,-25.2782529,-57.59892310000001,0982 303053,https://www.instagram.com/coffeecatpy/,4.5,853,
cafe,Almarreina,"Dr. Gerónimo Zubizarreta 589, Asunción 001526, Paraguay",Asunción,,-25.2725516,-57.56330939999999,0981 149936,https://www.facebook.com/almarreina/,4.3,822,2
cafe,Cafe Comporta,"Tte. Genaro Ruíz 675, Asunción 001209, Paraguay",Asunción,,-25.283244,-57.6153472,0994 980005,https://beacons.ai/cafecomporta,4,948,
cafe,El Café de Acá - Barrio Jara (Textilia),"Av Gral Máximo Santos 1030, Asunción 001204, Paraguay",Asunción,,-25.2808309,-57.6083858,0973 153040,https://www.instagram.com/elcafedeaca/,4.5,1168,
cafe,La Herencia Tienda Cafe,"Juan de Salazar y Espinoza 698, Asunción 001209, Paraguay",Asunción,,-25.2851784,-57.6150315,0986 125100,https://m.facebook.com/laherenciapy/,4.5,2476,2
cafe,Café Martínez,"Yegros 307 esq, Asunción 1100, Paraguay",Asunción,,-25.283342,-57.63293729999999,(021) 492 902,http://www.cafemartinez.com/,4.4,1784,2
cafe,Urbano Café,"San Juan XXIII, Asunción 1209, Paraguay",Asunción,,-25.2814665,-57.5664397,0972 811800,https://fiweex.com/links/urbanocafe?fbclid=PAAabpfMakBa-MFrAklpBc7-ThMaCKwuk2b-kVznWnanlh0v00-QirpMpQSc8,4.4,280,
cafe,Café Urbano,"Asunción 001412, Paraguay",Asunción,,-25.2950175,-57.58193009999999,,https://www.instagram.com/urbanocafepy/,4.4,435,
cafe,Café Consulado,"Oleary esquina Local 7, 1210, Palma 299, Asunción 001013, Paraguay",Asunción,,-25.279578,-57.638181,0971 227665,https://www.facebook.com/cafeconsulado/,4.5,1852,2
cafe,Juan Valdez Café Petrobras Santa Teresa,"Av. Sta. Teresa 1890, Asunción 001410, Paraguay",Asunción,,-25.2836695,-57.5630768,0983 106489,http://www.juanvaldezcafe.com.py/,4.2,78,
cafe,La Cafebreria,"Malutin 675, Asunción 001411, Paraguay",Asunción,,-25.2881823,-57.57825140000001,0984 902284,https://m.facebook.com/cafebreriarestopy/,4.5,798,2
bar,Capitão Bar - Asunción,"PC7F+Q7V Paseo Carmelitas, Asunción 001411, Paraguay",Asunción,,-25.2855139,-57.57683050000001,0972 560438,,4.3,2111,3
bar,O'Leary club,"Juan E. O ´ Leary 127, Asunción 1211, Paraguay",Asunción,,-25.278497,-57.637389,0981 757814,,4.2,1070,2
bar,Kilkenny,"PC7C+PXV, Malutin, Asunción 001411, Paraguay",Asunción,,-25.2856379,-57.5775661,(021) 609 688,,4.4,2361,2
bar,La Esquinita Bar,"MCHG+4G7, Tte. Jose Felix Lopez, Asunción 001428, Paraguay",Asunción,,-25.322206,-57.5736916,0986 170242,,4.4,2341,2
bar,Barbara,"San Martín &, Agustín Pío Barrios, Asunción 001529, Paraguay",Asunción,,-25.2842757,-57.5713962,0981 981191,,4.1,414,
bar,Colombo Bar,"Eusebio Lillo Robles, Asunción 001411, Paraguay",Asunción,,-25.287639,-57.5774108,,,4.2,383,2
bar,Charles The Bar,"Charles De Gaulle casi, Asunción 0432, Paraguay",Asunción,,-25.2964552,-57.58138710000001,0981 921737,https://www.instagram.com/charlesthebarpy/,4.4,1851,2
bar,Mosconi Pool Bar,"Av. Aviadores del Chaco, Asunción 001410, Paraguay",Asunción,,-25.2846846,-57.5681929,0981 439596,,4.6,1119,2
bar,KingFish,"Senador Huey Pierce Long 848, Asunción 001411, Paraguay",Asunción,,-25.2861786,-57.57648469999999,0981 765104,https://www.instagram.com/kingfishpy/,3.9,1952,2
bar,Paseo Carmelitas,"Av. España 1272, Asunción 001411, Paraguay",Asunción,,-25.2857475,-57.57729339999999,(021) 608 226,http://www.paseocarmelitas.com.py/,4.5,8176,2
bar,Arsenal Cué,"P988+QJQ, Asunción 001101, Paraguay",Asunción,,-25.2830479,-57.6333935,,https://instagram.com/arsenalcue?utm_source=ig_profile_share&igshid=179thphbs7nxl,4.2,3646,2
bar,Britannia Pub,"Cerro Corá 851, Asunción 001219, Paraguay",Asunción,,-25.2873292,-57.6285528,(021) 443 990,https://instagram.com/britanniapub_py?igshid=YmMyMTA2M2Y=,4.5,4793,2
bar,Pool House,"Senador Huey Pierce Long 750, Asunción 001411, Paraguay",Asunción,,-25.2875351,-57.5767262,0986 220220,,4.3,111,
bar,Palo Santo Brewing Company,"Del Maestro 722, Asunción 001411, Paraguay",Asunción,,-25.2895434,-57.58365609999999,0972 234336,https://palosantobrewingco.com.py/,4.5,2445,3
bar,McCarthy's Irish Pub,"Senador Huey Pierce Long 848, Asunción 001411, Paraguay",Asunción,,-25.2861885,-57.5764114,(021) 609 688,https://instagram.com/mccarthys_paraguay?igshid=938nyokfq0pm,4.4,873,2
bar,Mamba Carmelitas,"Senador Huey Pierce Long, Asunción 1528, Paraguay",Asunción,,-25.2859783,-57.57679019999999,0981 050201,https://fiweex.com/links/mamba,4.2,107,
bar,Sacramento Brewing Co.,"Parque El Taller, Santisimo Sacramento 655, Asunción 1760, Paraguay",Asunción,,-25.2855837,-57.58970710000001,0971 405014,http://www.sacramento.com.py/,4.4,3280,2
art_gallery,Dorsia Cocktail Bar,"Teniente Héctor Vera 1411, Asunción 001411, Paraguay",Asunción,,-25.2872829,-57.5759983,0971 110440,,4.8,157,
bar,Central Bar,"PC7F+28C Ntra. Sra. de la Asunción, Asunción 001411, Paraguay",Asunción,,-25.2874365,-57.5767349,0981 102194,https://www.instagram.com/centralbarpy,4,1117,2
bar,MOLAS 1901 tapas bar,"Av. Dr. Felipe Molas López esq, Asunción 001520, Paraguay",Asunción,,-25.2732295,-57.5699596,0976 562600,https://instagram.com/molas1901,4.3,1655,2
bakery,Dra. Cake,"Av. Gral. José Gervasio Artigas 3679 Casi, Asunción 001517, Paraguay",Asunción,,-25.2580916,-57.58668900000001,0981 999796,https://www.instagram.com/dracakepy,4.8,18,
bakery,Oveja Negra,"Federación Rusa 1194, Asunción 001527, Paraguay",Asunción,,-25.2797396,-57.57291569999999,0983 345745,https://www.instagram.com/ovejanegra_panaderia/,4.8,1048,2
bakery,Karu,"Dr. Guillermo Enciso Velloso 2870, Asunción 001410, Paraguay",Asunción,,-25.2887615,-57.556748,0981 222672,http://www.karu.com.py/,4.5,2264,2
